#TYPE Selected.Microsoft.Azure.Commands.ResourceManager.Cmdlets.SdkModels.PSProviderFeature
"ProviderNameSpace","ProviderName","FeatureName","RegistrationState"
"-","Microsoft.RemoteApp","CspTest","NotRegistered"
"-","Microsoft.RemoteApp","PrivacyEnabled","NotRegistered"
"-","Microsoft.RemoteApp","ple","NotRegistered"
"-","Microsoft.Resouces","EUAPParticipation","NotRegistered"
"-","Microsoft.RemoteApp","privatePreview","NotRegistered"
"Microsoft Resources","Microsoft.Resources","AllowInternalDelegations","NotRegistered"
"Microsoft Resources","Microsoft.Resources","ARMDisableResourcesPerRGLimit","NotRegistered"
"Microsoft Resources","Microsoft.Resources","ARMLimitx2","NotRegistered"
"Microsoft Resources","Microsoft.Resources","AvailabilityZonePeering","NotRegistered"
"Microsoft Resources","Microsoft.Resources","AvailabilityZones","NotRegistered"
"Microsoft Resources","Microsoft.Resources","DataControlAgreement","NotRegistered"
"Microsoft Resources","Microsoft.Resources","EUAPParticipation","NotRegistered"
"Microsoft Resources","Microsoft.Resources","FairfaxDemo","NotRegistered"
"Microsoft Resources","Microsoft.Resources","GermanyNorth","NotRegistered"
"Microsoft Resources","Microsoft.Resources","GermanyRegions","NotRegistered"
"Microsoft Resources","Microsoft.Resources","GermanyWestCentral","NotRegistered"
"Microsoft Resources","Microsoft.Resources","mandatoryRetentionPeriodEnabled","NotRegistered"
"Microsoft Resources","Microsoft.Resources","NorwayEast","NotRegistered"
"Microsoft Resources","Microsoft.Resources","NorwayRegions","NotRegistered"
"Microsoft Resources","Microsoft.Resources","NorwayWest","NotRegistered"
"Microsoft Resources","Microsoft.Resources","SouthAfricaRegions","NotRegistered"
"Microsoft Resources","microsoft.resources","SwitzerlandNorth","NotRegistered"
"Microsoft Resources","Microsoft.Resources","SwitzerlandRegions","NotRegistered"
"Microsoft Resources","microsoft.resources","SwitzerlandWest","NotRegistered"
"Microsoft Resources","Microsoft.Resources","TestFlag","NotRegistered"
"Microsoft Resources","Microsoft.Resources","ThrottledSubscriptions","NotRegistered"
"Microsoft Resources","Microsoft.Resources","UAERegions","NotRegistered"
"Microsoft","Microsoft.Saas","betaAccess","NotRegistered"
"Microsoft Security","Microsoft.Security","AdvancedThreatProtection","NotRegistered"
"Microsoft Security","Microsoft.Security","ApplicationWhitelisting","NotRegistered"
"Microsoft Security","Microsoft.Security","ApplicationWhiteliting","NotRegistered"
"Microsoft Security","Microsoft.Security","appwhitelistingaccess","NotRegistered"
"Microsoft Security","microsoft.security","Assessments","NotRegistered"
"Microsoft Security","Microsoft.Security","CoreDev1","NotRegistered"
"Microsoft Security","Microsoft.Security","Dev1","NotRegistered"
"Microsoft Security","Microsoft.Security","Dev2","NotRegistered"
"Microsoft Security","Microsoft.Security","Dev3","NotRegistered"
"Microsoft Security","Microsoft.Security","discoveredSecuritySolutions","NotRegistered"
"Microsoft Security","Microsoft.Security","externalSecuritySolutions","NotRegistered"
"Microsoft Security","Microsoft.Security","Integration","NotRegistered"
"Microsoft Security","Microsoft.Security","jitnac-dev2","NotRegistered"
"Microsoft Security","Microsoft.Security","jitnac-dev3","NotRegistered"
"Microsoft Security","Microsoft.Security","jitnac-int","NotRegistered"
"Microsoft Security","Microsoft.Security","jitnac-rome3int","NotRegistered"
"Microsoft Security","Microsoft.Security","jitvmaccess","NotRegistered"
"Microsoft Security","Microsoft.Security","NacJIT","NotRegistered"
"Microsoft Security","microsoft.security","NetworkData","NotRegistered"
"Microsoft Security","Microsoft.Security","networkMap","NotRegistered"
"Microsoft Security","Microsoft.Security","northSouth","NotRegistered"
"Microsoft Security","Microsoft.Security","PricingBundles","NotRegistered"
"Microsoft Security","Microsoft.Security","ShzadaTest","NotRegistered"
"Microsoft Security","Microsoft.Security","VaGrayLabel","NotRegistered"
"Microsoft Security","Microsoft.Security","WindowsDefenderAtp","NotRegistered"
"Microsoft Security","Microsoft.Security","WindowsDefenderAtpExclude","NotRegistered"
"Microsoft.SerialConsole","Microsoft.SerialConsole","PreviewAccess","NotRegistered"
"Microsoft ServiceFabric","Microsoft.ServiceFabric","seabreezePreview","NotRegistered"
"Microsoft ServiceFabric","Microsoft.ServiceFabric","seabreezePrivatePreview","NotRegistered"
"Microsoft ServiceFabric","Microsoft.ServiceFabric","serviceFabricEngineering","NotRegistered"
"Microsoft ServiceFabric","Microsoft.ServiceFabric","serviceFabricStageAccess","NotRegistered"
"Microsoft ServiceFabricMesh","Microsoft.ServiceFabricMesh","seabreezePrivatePreview","NotRegistered"
"Microsoft ServiceFabricMesh","Microsoft.ServiceFabricMesh","serviceFabricEngineering","NotRegistered"
"-","Microsoft.Services","RPSaaSPreview","NotRegistered"
"-","Microsoft.SignalR","betaaccess","NotRegistered"
"Microsoft.SignalRService","Microsoft.SignalRService","betaaccess","NotRegistered"
"Microsoft.Solutions","Microsoft.Solutions","ApplianceEastUS2EUAP","NotRegistered"
"Microsoft.Solutions","Microsoft.Solutions","ApplianceMultiRegion","NotRegistered"
"Microsoft.Solutions","Microsoft.Solutions","AppliancePreview","NotRegistered"
"Microsoft.Solutions","Microsoft.Solutions","ApplicationGA","NotRegistered"
"Microsoft SQL Database","Microsoft.Sql","4tbpool","NotRegistered"
"Microsoft SQL Database","Microsoft.Sql","4TBOption","NotRegistered"
"Microsoft SQL Database","Microsoft.Sql","dataSync","NotRegistered"
"Microsoft SQL Database","Microsoft.SQL","dataeditor-publicpreview","NotRegistered"
"Microsoft SQL Database","Microsoft.Sql","dw-asa","NotRegistered"
"Microsoft SQL Database","Microsoft.Sql","ExternalTdeCertificate","NotRegistered"
"Microsoft SQL Database","Microsoft.Sql","firewall-enforce-azure-policy","NotRegistered"
"Microsoft SQL Database","Microsoft.Sql","hyperscale-publicpreview","NotRegistered"
"Microsoft SQL Database","Microsoft.Sql","IndexAdvisor","NotRegistered"
"Microsoft SQL Database","Microsoft.Sql","IndexAdvisorPreview","NotRegistered"
"Microsoft SQL Database","Microsoft.Sql","IndexAdvisorPublic","NotRegistered"
"Microsoft SQL Database","Microsoft.SQL","LongTermRetention","NotRegistered"
"Microsoft SQL Database","Microsoft.Sql","LongTermRetentionV2","NotRegistered"
"Microsoft SQL Database","Microsoft.SQL","ManagedInstancePublic","NotRegistered"
"Microsoft SQL Database","Microsoft.SQL","multiaz-preview","NotRegistered"
"Microsoft SQL Database","Microsoft.SQL","multiaz-test","NotRegistered"
"Microsoft SQL Database","Microsoft.Sql","pesto","NotRegistered"
"Microsoft SQL Database","Microsoft.Sql","pesto-lite","NotRegistered"
"Microsoft SQL Database","Microsoft.Sql","queryeditor","NotRegistered"
"Microsoft SQL Database","Microsoft.Sql","queryeditor-publicpreview","NotRegistered"
"Microsoft SQL Database","Microsoft.Sql","queryeditor-webqueryendpoint","NotRegistered"
"Microsoft SQL Database","Microsoft.Sql","QueryPerformanceInsightPublic","NotRegistered"
"Microsoft SQL Database","Microsoft.Sql","serverless-publicpreview","NotRegistered"
"Microsoft SQL Database","Microsoft.Sql","SQL-DW","NotRegistered"
"Microsoft SQL Database","Microsoft.Sql","sqldb-4tb-publicpreview","NotRegistered"
"Microsoft SQL Database","Microsoft.Sql","sqldb-ActiveDirectoryAdmin","NotRegistered"
"Microsoft SQL Database","Microsoft.SQL","sqldb-addonstorage","NotRegistered"
"Microsoft SQL Database","Microsoft.Sql","sqldb-ElasticJobs","NotRegistered"
"Microsoft SQL Database","Microsoft.Sql","sqldb-elasticpool","NotRegistered"
"Microsoft SQL Database","Microsoft.Sql","sqldb-fsv2","NotRegistered"
"Microsoft SQL Database","Microsoft.Sql","sqldb-higherStandardPerDbDtu","NotRegistered"
"Microsoft SQL Database","Microsoft.Sql","sqldb-JobAccounts","NotRegistered"
"Microsoft SQL Database","Microsoft.Sql","sqldb-mseries","NotRegistered"
"Microsoft SQL Database","Microsoft.Sql","sqldb-premiumrs","NotRegistered"
"Microsoft SQL Database","Microsoft.Sql","sqldb-vcoremodel","NotRegistered"
"Microsoft SQL Database","Microsoft.Sql","sqldbsterling","NotRegistered"
"Microsoft SQL Database","Microsoft.Sql","sqldbtde","NotRegistered"
"Microsoft SQL Database","Microsoft.Sql","tdeAkvIntegration","NotRegistered"
"Microsoft Storage","Microsoft.Storage","ADLSGen1Shim","NotRegistered"
"Microsoft Storage","Microsoft.Storage","adlsgen2BlobInterop","NotRegistered"
"Microsoft Storage","Microsoft.Storage","AllowADFS","NotRegistered"
"Microsoft Storage","Microsoft.Storage","AllowHNS","NotRegistered"
"Microsoft Storage","Microsoft.Storage","AllowLinuxOptimizedShares","NotRegistered"
"Microsoft Storage","microsoft.storage","AllowNFSV3","NotRegistered"
"Microsoft Storage","Microsoft.Storage","AllowPreReleaseRegions","NotRegistered"
"Microsoft Storage","Microsoft.Storage","AllowStorageV1Accounts","NotRegistered"
"Microsoft Storage","Microsoft.Storage","AllowTargetStampSpecification","NotRegistered"
"Microsoft Storage","Microsoft.Storage","AllowValidationRegions","NotRegistered"
"Microsoft Storage","Microsoft.Storage","armApiPreviewAccess","NotRegistered"
"Microsoft Storage","Microsoft.Storage","BlobIndex","NotRegistered"
"Microsoft Storage","Microsoft.Storage","BlobQuery","NotRegistered"
"Microsoft Storage","Microsoft.Storage","Changefeed","NotRegistered"
"Microsoft Storage","Microsoft.Storage","CustomerControlledFailover","NotRegistered"
"Microsoft Storage","Microsoft.Storage","EncryptionAtRest","NotRegistered"
"Microsoft Storage","microsoft.storage","jurobins","NotRegistered"
"Microsoft Storage","Microsoft.Storage","LivesiteThrottling","NotRegistered"
"Microsoft Storage","Microsoft.Storage","ObjectReplication","NotRegistered"
"Microsoft Storage","Microsoft.Storage","premiumblob","NotRegistered"
"Microsoft Storage","Microsoft.storage","PremiumHns","NotRegistered"
"Microsoft Storage","Microsoft.Storage","RestoreBlobRanges","NotRegistered"
"Microsoft Storage","Microsoft.Storage","Tags","NotRegistered"
"Microsoft Storage","Microsoft.Storage","version","NotRegistered"
"Microsoft Storage","Microsoft.Storage","Versioning","NotRegistered"
"Microsoft Storage","Microsoft.Storage","XArchive","NotRegistered"
"Microsoft Azure HPC Cache","Microsoft.StorageCache","generalAccess","NotRegistered"
"-","microsoft.storagereplication","SOS","NotRegistered"
"-","Microsoft.StorSimple","betaAccess","NotRegistered"
"-","Microsoft.StorSimple","betaAcess","NotRegistered"
"-","Microsoft.StorSimple","EnableUnsupportedGeo","NotRegistered"
"-","Microsoft.StorSimple","StorSimpleGardaIbizaInGA","NotRegistered"
"-","Microsoft.StorSimple","StorSimpleGardaIbizaMigrated","NotRegistered"
"Microsoft Azure Stream Analytics","Microsoft.StreamAnalytics","ASA_NewRegion","NotRegistered"
"Microsoft Azure Stream Analytics","Microsoft.StreamAnalytics","ProdWestUSX","NotRegistered"
"Microsoft Time Series Insights","Microsoft.TimeSeriesInsights","extendedCapacityAndRetention","NotRegistered"
"Microsoft Time Series Insights","Microsoft.TimeSeriesInsights","previewV2","NotRegistered"
"-","Microsoft.Token","betaAccess","NotRegistered"
"-","Microsoft.Uic","uxdevelopment","NotRegistered"
"Virtual Machine Image Builder","Microsoft.VirtualMachineImages","CanaryAccess","NotRegistered"
"Virtual Machine Image Builder","Microsoft.VirtualMachineImages","VirtualMachineTemplatePreview","NotRegistered"
"Visual Studio","Microsoft.VisualStudio","ExtensionResource","NotRegistered"
"-","Microsoft.VMwareCloudSimple","CloudSimpleRP1","NotRegistered"
"-","Microsoft.VMwareCloudSimple","cloudSimpleRp11","NotRegistered"
"-","Microsoft.VMwareCloudSimple","cloudSimpleRp12","NotRegistered"
"-","Microsoft.VMwareCloudSimple","CloudSimpleRP16","NotRegistered"
"-","Microsoft.VMwareCloudSimple","cloudSimpleRp17","NotRegistered"
"-","Microsoft.VMwareCloudSimple","cloudSimpleRp18","NotRegistered"
"-","Microsoft.VMwareCloudSimple","cloudSimpleRp2","NotRegistered"
"-","Microsoft.VMwareCloudSimple","cloudSimpleRp3","NotRegistered"
"-","microsoft.vmwarecloudsimple","eastus-devtest-bl31","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-azure-eastus-devtest-01","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-azure-eastus-devtest-02","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-azure-eastus-devtest-03","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-azure-eastus-devtest-04","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-azure-eastus-devtest-05","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-azure-eastus-devtest-06","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-azure-eastus-devtest-07","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-azure-eastus-devtest-08","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-devtest-virt-01","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-devtest-virt-02","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-01","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-02","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-03","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-04","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-05","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-06","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-07","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-08","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-09","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-10","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-11","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-12","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-13","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-14","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-15","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-16","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-17","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-18","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-19","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-20","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-23","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-24","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-25","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-26","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-27","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-28","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-30","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-31","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-32","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-33","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-34","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-37","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-38","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-39","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-40","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-41","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-42","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-43","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-44","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-45","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-46","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-47","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-48","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-49","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-50","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-51","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-52","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-53","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-54","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-57","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-59","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-61","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-62","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-63","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-64","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-65","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-66","NotRegistered"
"-","Microsoft.VMwareCloudSimple","env-cs-westus-devtest-67","NotRegistered"
