#TYPE Selected.Microsoft.Azure.Commands.ResourceManager.Cmdlets.SdkModels.PSProviderFeature
"ProviderNameSpace","ProviderName","FeatureName","RegistrationState"
"Microsoft DB for MariaDB","Microsoft.DBforMariaDB","firewallRuleAllowAzureServices","NotRegistered"
"Microsoft DB for MariaDB","Microsoft.DBforMariaDB","newStorageLimit","NotRegistered"
"Microsoft DB for MariaDB","Microsoft.DBforMariaDB","georestore","NotRegistered"
"Microsoft DB for MariaDB","Microsoft.DBforMariaDB","replica","NotRegistered"
"Microsoft DB for MariaDB","Microsoft.DBForMariaDB","privatePreviewAccess","NotRegistered"
"Microsoft DB for MariaDB","Microsoft.DBforMariaDB","storageautogrow","NotRegistered"
"Microsoft DB for MariaDB","Microsoft.DBforMariaDB","resourceHealth","NotRegistered"
"Microsoft DB for MariaDB","Microsoft.DBforMariaDB","vnet","NotRegistered"
"Microsoft DB for MariaDB","Microsoft.DBforMariaDB","threatdetection","NotRegistered"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","firewallRuleAllowAzureServices","NotRegistered"
"Microsoft DB for MariaDB","Microsoft.DBforMariaDB","workloadInsight","NotRegistered"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","georestore","NotRegistered"
"Microsoft DB for MySQL","Microsoft.DBForMySQL","georeplica","NotRegistered"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","largeStorage","NotRegistered"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","newStorageLimit","NotRegistered"
"Microsoft DB for MySQL","Microsoft.DbforMySQL","replica","NotRegistered"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","resourceHealth","NotRegistered"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","storageautogrow","NotRegistered"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","vnet","NotRegistered"
"Microsoft DB for MySQL","microsoft.dbformysql","webappnewbizmodel","NotRegistered"
"Microsoft DB for MySQL","Microsoft.DBForMySQL","workloadInsight","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","citus64vCores","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","citusHA","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","cituspreview","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","citusRoles","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","firewallRuleAllowAzureServices","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","georeplica","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","georestore","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","indexAdvisor","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","largeStorage","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","newStorageLimit","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","ossazureactivedirectoryadmin","NotRegistered"
"Microsoft DB for PostgreSQL","microsoft.dbforpostgresql","pgversionten","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","replica","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","resourceHealth","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","storageautogrow","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","vnet","NotRegistered"
"Microsoft DB for PostgreSQL","microsoft.dbforpostgresql","webappnewbizmodel","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","workloadInsight","NotRegistered"
"Microsoft.DeploymentManager","Microsoft.DeploymentManager","admdev","NotRegistered"
"Microsoft.DeploymentManager","Microsoft.DeploymentManager","ignite2018PreviewAccess","NotRegistered"
"Microsoft.DeploymentManager","Microsoft.DeploymentManager","tip","NotRegistered"
"Microsoft Devices","microsoft.devices","AzureIoTElasticPools","NotRegistered"
"Microsoft Devices","microsoft.devices","AzureIoTProvisioningService","NotRegistered"
"Microsoft Devices","Microsoft.Devices","PublicPreview","NotRegistered"
"-","Microsoft.DevSpaces","betaAccess","NotRegistered"
"Microsoft DevTest Labs","Microsoft.DevTestLab","DevInProdIntegration","NotRegistered"
"Microsoft DevTest Labs","Microsoft.DevTestLab","Integration","NotRegistered"
"Microsoft DevTest Labs","Microsoft.DevTestLab","Test2","NotRegistered"
"Microsoft DevTest Labs","Microsoft.DevTestLab","Test3","NotRegistered"
"Microsoft DevTest Labs","Microsoft.DevTestLab","Test4","NotRegistered"
"-","microsoft.dns","privatepreview","NotRegistered"
"Microsoft DocumentDB","Microsoft.DocumentDB","autopilot-flight-3","NotRegistered"
"Microsoft DocumentDB","Microsoft.DocumentDB","storageanalytics-public-preview","NotRegistered"
"Microsoft Domains","Microsoft.DomainRegistration","betaGD","NotRegistered"
"Microsoft Event Grid","Microsoft.EventGrid","storageEventSubscriptions","NotRegistered"
"Experimentation Resource Provider","Microsoft.Experimentation","POC","NotRegistered"
"-","Microsoft.ExpressPod","DataBoxCanaryTest","NotRegistered"
"-","Microsoft.ExpressPod","DataIngestionService","NotRegistered"
"-","Microsoft.ExpressPod","DeviceImportAccess","NotRegistered"
"-","Microsoft.Expresspod","diskimportaccess","NotRegistered"
"-","Microsoft.ExpressPod","ExpressPodCanary","NotRegistered"
"-","Microsoft.Expresspod","IgniteSignup","NotRegistered"
"-","Microsoft.ExpressPod","MockGdcoAndUps","NotRegistered"
"-","Microsoft.Expresspod","MockXtService","NotRegistered"
"-","Microsoft.ExternalShim","ExternalShimAccess","NotRegistered"
"-","Microsoft.Genomics","DevelopmentEnvironmentAccess","NotRegistered"
"Microsoft Guest Configuration","Microsoft.GuestConfiguration","betaAccess","NotRegistered"
"Microsoft Guest Configuration","Microsoft.GuestConfiguration","CanaryParticipation","NotRegistered"
"Microsoft Guest Configuration","Microsoft.GuestConfiguration","GA20181120","NotRegistered"
"Microsoft SAP HANA on Azure","Microsoft.HanaOnAzure","noAccess","NotRegistered"
"Microsoft Hardware Security Modules","Microsoft.HardwareSecurityModules","AzureDedicatedHsm","NotRegistered"
"Microsoft Hardware Security Modules","Microsoft.HardwareSecurityModules","DedicatedHsmEnabled","NotRegistered"
"Microsoft Hardware Security Modules","Microsoft.HardwareSecurityModules","deploymentVerification","NotRegistered"
"Microsoft Hardware Security Modules","Microsoft.HardwareSecurityModules","drillVerification","NotRegistered"
"Microsoft Hardware Security Modules","Microsoft.HardwareSecurityModules","UseDogfoodHSM","NotRegistered"
"Microsoft Hardware Security Modules","Microsoft.HardwareSecurityModules","UseDogfoodHsmAdminPlane","NotRegistered"
"Microsoft HybridCompute","microsoft.hybridcompute","HybridComputeExtensionPreview","NotRegistered"
"Microsoft HybridCompute","Microsoft.HybridCompute","HybridRPCanary","NotRegistered"
"-","Microsoft.HybridData","PreviewAccess","NotRegistered"
"Microsoft Azure Monitor","microsoft.insights","AIMONEnvironment","NotRegistered"
"Microsoft Azure Monitor","microsoft.insights","actiongrouptestinproduction","NotRegistered"
"Microsoft Azure Monitor","microsoft.insights","azurehealthlimitedpreview","NotRegistered"
"Microsoft Azure Monitor","microsoft.insights","azurehealthpreview","NotRegistered"
"Microsoft Azure Monitor","microsoft.insights","baseline-preview","NotRegistered"
"Microsoft Azure Monitor","microsoft.insights","baseline-dogfood","NotRegistered"
"Microsoft Azure Monitor","microsoft.insights","billingv3","NotRegistered"
"Microsoft Azure Monitor","microsoft.insights","diagnosticsettingpreview","NotRegistered"
"Microsoft Azure Monitor","microsoft.insights","customMetric","NotRegistered"
"Microsoft Azure Monitor","microsoft.insights","EnableCCAN","NotRegistered"
"Microsoft Azure Monitor","Microsoft.Insights","EnableCHNRegion","NotRegistered"
"Microsoft Azure Monitor","microsoft.insights","EnableCID","NotRegistered"
"Microsoft Azure Monitor","Microsoft.Insights","EnableNOERegion","NotRegistered"
"Microsoft Azure Monitor","Microsoft.Insights","EnableNOWRegion","NotRegistered"
"Microsoft Azure Monitor","microsoft.insights","EnableSEA","NotRegistered"
"Microsoft Azure Monitor","Microsoft.Insights","EnableSEAURegion","NotRegistered"
"Microsoft Azure Monitor","microsoft.insights","EnableSUK","NotRegistered"
"Microsoft Azure Monitor","microsoft.insights","EnableWestUS2","NotRegistered"
"Microsoft Azure Monitor","microsoft.insights","metricalertprivatepreview","NotRegistered"
"Microsoft Azure Monitor","microsoft.insights","metricalertmultidimprivatepreview","NotRegistered"
"Microsoft Azure Monitor","microsoft.insights","NotificationRulePreview","NotRegistered"
"Microsoft Azure Monitor","microsoft.insights","NotificationGroupPreview","NotRegistered"
"Microsoft Azure Monitor","microsoft.insights","ScheduledQueryRulesPROD","NotRegistered"
"Microsoft Azure Monitor","microsoft.insights","ScheduledQueryRulesAIMON","NotRegistered"
"Microsoft Azure Monitor","Microsoft.Insights","testinproduction","NotRegistered"
"Microsoft Azure Monitor","microsoft.insights","testinproductionmdm","NotRegistered"
"Microsoft Azure Monitor","microsoft.insights","testinproductionnms","NotRegistered"
"Azure IoT Central","Microsoft.IoTCentral","metering","NotRegistered"
"-","Microsoft.IoTSpaces","CanaryCustomers","NotRegistered"
"-","Microsoft.IoTSpaces","MVP","NotRegistered"
"-","Microsoft.IotSpaces","PPECustomers","NotRegistered"
"-","Microsoft.IotSpaces","PreviewCustomers","NotRegistered"
"-","Microsoft.IoTSpaces","ScaleTestCustomers","NotRegistered"
"Microsoft Key Vault","Microsoft.KeyVault","EventGridPreview","NotRegistered"
"Microsoft Key Vault","Microsoft.KeyVault","HSMPoolEnabled","NotRegistered"
"-","Microsoft.Kona","betaAccess","NotRegistered"
"-","Microsoft.Kona","betaAccess2","NotRegistered"
"Microsoft.Kubernetes","Microsoft.Kubernetes","previewAccess","NotRegistered"
"Microsoft Kubernetes Configuration","Microsoft.KubernetesConfiguration","sourceControlConfiguration","NotRegistered"
"Microsoft.Kusto","Microsoft.Kusto","AllowSwitzerlandNorth","NotRegistered"
"Microsoft.Kusto","Microsoft.Kusto","UseSharedIdentities","NotRegistered"
"Microsoft Azure Lab Services","Microsoft.LabServices","DevInProdIntegration","NotRegistered"
"Microsoft Logic","Microsoft.Logic","AllowCrossSubscriptionGatewayAccess","NotRegistered"
"Microsoft Logic","Microsoft.Logic","AmeProjectionEnabled","NotRegistered"
"Microsoft Logic","Microsoft.Logic","AllowUnlimitedLogicApps","NotRegistered"
"Microsoft Logic","Microsoft.Logic","FairfaxDemo","NotRegistered"
"Microsoft Logic","Microsoft.Logic","HostingEnvironmentsPreview","NotRegistered"
"Microsoft Logic","Microsoft.Logic","IsolatedEnvironmentsPreview","NotRegistered"
"Microsoft Logic","Microsoft.Logic","IsolatedEnvironmentsPrivateRegions","NotRegistered"
"Microsoft Logic","Microsoft.Logic","IsolatedEnvironmentsPreviewDisable","NotRegistered"
"-","Microsoft.MachineLearningCompute","ViennaPublicPreview","NotRegistered"
"-","Microsoft.MachineLearningExperimentation","CanaryFeature","NotRegistered"
"Microsoft Maintenance Service","Microsoft.Maintenance","betaAccess","NotRegistered"
"Microsoft Managed Identity","Microsoft.ManagedIdentity","EnableSecurityGroups","NotRegistered"
"-","Microsoft.ManagedNetwork","mncbetaAccess","NotRegistered"
"-","Microsoft.Microsoft","AllowNetworkWatcherAzureReachabilityReport","NotRegistered"
"-","Microsoft.Mindaro","tip2","NotRegistered"
"-","Microsoft.Mindaro","tip","NotRegistered"
"Microsoft.NetApp Resource Provider","Microsoft.NetApp","AllowSMB","NotRegistered"
"Microsoft.NetApp Resource Provider","Microsoft.NetApp","AllowValidationRegions","NotRegistered"
"Microsoft.NetApp Resource Provider","Microsoft.NetApp","ANFBackupPreview","NotRegistered"
"Microsoft.NetApp Resource Provider","Microsoft.NetApp","ANFGA","NotRegistered"
"Microsoft.NetApp Resource Provider","Microsoft.NetApp","ANFGATenant","NotRegistered"
"Microsoft.NetApp Resource Provider","Microsoft.NetApp","ANFNFSv4Preview","NotRegistered"
"Microsoft.NetApp Resource Provider","Microsoft.NetApp","ANFReplicationPreview","NotRegistered"
"Microsoft.NetApp Resource Provider","Microsoft.NetApp","ANFSnapRestorePreview","NotRegistered"
"Microsoft.NetApp Resource Provider","Microsoft.NetApp","managementNicAdmin","NotRegistered"
"Microsoft.NetApp Resource Provider","Microsoft.NetApp","testing","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowAcceleratedNetworkingFeature","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowAccessRuleExtendedProperties","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowAcceleratedNetworkingForLinux","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowAllocateOptimizations","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowAllocateAsyncValidation","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowAppGwWafBotManagerRuleSet","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowAppGwPerSiteFirewallPolicy","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowApplicationGatewayClientAuthentication","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowAppGwWafCustomRuleGeoMatch","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowApplicationGatewayLoadDistributionPolicy","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowApplicationGatewayV2WildcardListener","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowApplicationSecurityGroups","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowApplicationGatewayZonePinning","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowAzureFirewall","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowAsgsOnVmScaleSet","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowBaremetalServers","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowBastionHostPrivatePreview","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowBastionHost","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowClassicCrossSubscriptionPeering","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowBringYourOwnPublicIpAddress","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowCoExistenceAnyOrder","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowCortexExpressRouteGateway","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowCortexAccess","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowCortexGlobalVnetPeering","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowCortexSecurity","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowDdosProtectionPlan","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowDisableBgpRouteProgagation","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowDestinationServiceEndpoints","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowDSeriesForBrooklyn","NotRegistered"
"Microsoft Network","microsoft.network","allowERArmProviderPortal","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowDynamicRedirectToTestGwm","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowExpressRoutePorts","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowExRCrossRegionResourceValidation","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowFpgaEnabledClustersFeature","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowFrontdoor","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowGlobalCrpHttpClient","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowGlobalTagsForSql","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowGlobalPeeringTransit","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowGlobalVnetPeering","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowGlobalTagsForStorage","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowHidingCrossSubscriptionResources","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowGRPeerConnection","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowILBAllPortsRule","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowIntendedPolicies","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowIntentedPolicies","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowInterfaceEndpoints","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowInternalDelegations","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowIpTags","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowIpGroups","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowIPv6CAOnStandardLB","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowIpv6GlobalReach","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowIpv6PrivatePeering","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowIPv6VirtualNetwork","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowLBPreview","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowLBPreviewWave2","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowLBPreviewWave3","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowLBSNATallocationPolicy","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowLoadBalancingOnSecondaryIpConfigs","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowMacPreservation","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowMaxPrivateLinkServicesPerLoadBalancerOptimization","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowMultiNicOnVMScaleSet","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowMultipleAddressPrefixesOnSubnet","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowMultipleIpConfigurationsPerNic","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowMutipleAddressPrefixesOnSubnet","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowNatGateway","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowNetwatcherAzureReachabilityReport","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowNetworkIntentPolicies","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowNetworkProfiles","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowNetworkWatcher","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowNetworkWatcherAzureReachabilityReport","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowNetworkWatcherConnectivityCheck","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowNfvrpFirewallPolicyPrivate","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowNfvrpFirewallPolicySlice","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowNfvrpFirewallPolicyValidation","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowNfvrpResourcePreview","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowNfvrpVirtualRouterSlice","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowOutboundNatRule","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowP2SCortexAccess","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowPaaSEndpointAcl","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowPingMesh","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowPreflightValidation","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowPrepareNetworkPoliciesAction","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowPreReleaseRegions","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowPrivateAccess","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowPrivateEndpoints","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowPrivateLinkServices","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowPseudoClientAppId","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowPublicIpMobility","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowPublicIPOnVMScaleSetVMs","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowPublicIpPrefix","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowPublicIpsAndLoadBalancingOnSecondaryIpConfigsInVMScaleSet","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowRedirectGwmCallsToApplicationGatewayBvt1Gwm","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowRedirectGwmCallsToExpressRouteBvt2Gwm","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowRedirectGwmCallsToExpressRouteBvt3Gwm","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowRedirectGwmCallsToExpressRouteCPGwm","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowRedirectGwmCallsToExpressRouteDPGwm","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowRedirectGwmCallsToExpressRouteMXGwm","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowRedirectGwmCallsToExpressRouteRSGwm","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowRedirectMaps","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowRegionalGatewayManagerForSecureGateway","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowRegionalVMSSVirtualNetworkGateway","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowRouteServiceAccess","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowRouteTables","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowRoutingPreferenceFeature","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowRPGateway","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowSecureVnets","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowServiceEndpointPolicies","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowSingleNicAndMultiNicInSameAvailabilitySet","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowStandardLBOutboundRulesPreview","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowStaticPublicIpAsInstanceIp","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowSubnetDelegation","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowSubscriptionMigration","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowThrottleCrpOperations","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowValidationRegions","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowVirtualNetworkTap","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowVMsFromDifferentVnetsOnAvailabilitySet","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowVMSSVirtualNetworkGateway","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowVmssHealthProbe","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowVnetPeering","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowVnetGatewayOpenVpnProtocol","NotRegistered"
"Microsoft Network","microsoft.network","AllowVpnclientIpsecPoliciesSet","NotRegistered"
"Microsoft Network","Microsoft.Network","armApiPreviewAccess","NotRegistered"
"Microsoft Network","Microsoft.Network","azurednspreview","NotRegistered"
"Microsoft Network","Microsoft.Network","CloudDnsAliasPortalTest","NotRegistered"
"Microsoft Network","Microsoft.Network","CloudDnsBdmProd","NotRegistered"
"Microsoft Network","Microsoft.Network","CloudDnsBdmPreview","NotRegistered"
"Microsoft Network","Microsoft.Network","CloudDnsReleaseCandidate","NotRegistered"
"Microsoft Network","Microsoft.Network","DisableNetworkWatcherAutocreation","NotRegistered"
"Microsoft Network","Microsoft.Network","CloudDnsThrottling","NotRegistered"
"Microsoft Network","Microsoft.Network","EnableDdosProtectionPlanBilling","NotRegistered"
"Microsoft Network","Microsoft.Network","EnableOperationBatching","NotRegistered"
"Microsoft Network","Microsoft.Network","EnableTenantNoSyncLock","NotRegistered"
"Microsoft Network","Microsoft.Network","EnableTenantOperationBatching","NotRegistered"
"Microsoft Network","Microsoft.Network","EnableValidationInBackgroundTask","NotRegistered"
"Microsoft Network","Microsoft.Network","HybridRegionPreview","NotRegistered"
"Microsoft Network","Microsoft.Network","ExrGwGatewaySubscription","NotRegistered"
"Microsoft Network","Microsoft.Network","InternetAnalyzerPreview","NotRegistered"
"Microsoft Network","Microsoft.Network","isVMSSVirtualNetworkGatewayAllowed","NotRegistered"
"Microsoft Network","Microsoft.Network","PrivateDnsGcpPPE","NotRegistered"
"Microsoft Network","Microsoft.Network","PrivateDnsGcpDaily","NotRegistered"
"Microsoft Network","Microsoft.Network","SkipPseudoVipGeneration","NotRegistered"
"Microsoft Network","Microsoft.Network","SecureGwGatewaySubscription","NotRegistered"
"Microsoft Network","Microsoft.Network","ThrottleArmOperationsRnm","NotRegistered"
"Microsoft Network","Microsoft.Network","TestFlag","NotRegistered"
"Microsoft Network","Microsoft.Network","TrafficManagerHeatMap","NotRegistered"
"-","Microsoft.Netwotk","AllowGlobalPeeringTransit","NotRegistered"
"Microsoft Azure Notification Hub","Microsoft.NotificationHubs","NHubMetrics","NotRegistered"
"Azure Log Analytics","Microsoft.OperationalInsights","LAClusterApiEnabled","NotRegistered"
"Azure Log Analytics","Microsoft.OperationalInsights","SwitzerlandRegions","NotRegistered"
"Microsoft.Peering","Microsoft.Peering","AllowCarrierInterconnect","NotRegistered"
"Microsoft.Peering","Microsoft.Peering","AllowDirectInterconnect","NotRegistered"
"Microsoft.Peering","Microsoft.Peering","AllowCDNInterconnect","NotRegistered"
"Microsoft.Peering","Microsoft.Peering","AllowDirectPeering","NotRegistered"
"Microsoft.Peering","Microsoft.Peering","AllowExchangeInterconnect","NotRegistered"
"Microsoft.Peering","Microsoft.Peering","AllowPeeringService","NotRegistered"
"Microsoft.Peering","Microsoft.Peering","AllowExchangePeering","NotRegistered"
"Microsoft Policy Insights","Microsoft.PolicyInsights","AKS-DataPlaneAutoApprove","NotRegistered"
"Microsoft Policy Insights","Microsoft.PolicyInsights","Insights","NotRegistered"
"Microsoft Policy Insights","Microsoft.PolicyInsights","Events","NotRegistered"
"Microsoft Policy Insights","Microsoft.PolicyInsights","States","NotRegistered"
"-","Microsoft.Project","tip","NotRegistered"
"Microsoft.RecoveryServices","Microsoft.RecoveryServices","32DiskBackupPreview","NotRegistered"
"Microsoft.RecoveryServices","Microsoft.RecoveryServices","AzureFileShareBackup","NotRegistered"
"Microsoft.RecoveryServices","Microsoft.RecoveryServices","BackupPreview","NotRegistered"
"Microsoft.RecoveryServices","Microsoft.RecoveryServices","betaAccess","NotRegistered"
"Microsoft.RecoveryServices","Microsoft.RecoveryServices","BlockedFeature","NotRegistered"
"Microsoft.RecoveryServices","Microsoft.RecoveryServices","CrossRegionRestore","NotRegistered"
"Microsoft.RecoveryServices","Microsoft.RecoveryServices","HanaBackup","NotRegistered"
"Microsoft.RecoveryServices","Microsoft.RecoveryServices","InstantBackupandRecovery","NotRegistered"
"Microsoft.RecoveryServices","Microsoft.RecoveryServices","ItemLevelRecovery","NotRegistered"
"Microsoft.RecoveryServices","Microsoft.RecoveryServices","LargeDiskVMBackupPreview","NotRegistered"
"Microsoft.RecoveryServices","Microsoft.RecoveryServices","MABAlertingFeature","NotRegistered"
"Microsoft.RecoveryServices","Microsoft.RecoveryServices","MercuryAutoProtection","NotRegistered"
"Microsoft.RecoveryServices","Microsoft.RecoveryServices","PPEAccess","NotRegistered"
"Microsoft.RecoveryServices","Microsoft.RecoveryServices","PremiumStorageBackup","NotRegistered"
"Microsoft.RecoveryServices","Microsoft.RecoveryServices","RecoveryServicesCanada","NotRegistered"
"Microsoft.RecoveryServices","Microsoft.RecoveryServices","RecoveryServicesBeta","NotRegistered"
"Microsoft.RecoveryServices","Microsoft.RecoveryServices","RecoveryServicesResourceMove","NotRegistered"
"Microsoft.RecoveryServices","Microsoft.RecoveryServices","RecoveryServicesUK","NotRegistered"
"Microsoft.RecoveryServices","Microsoft.RecoveryServices","RecoveryServicesWUS2","NotRegistered"
"Microsoft.RecoveryServices","Microsoft.RecoveryServices","ResourceGraphSyncEnabled","NotRegistered"
"Microsoft.RecoveryServices","Microsoft.RecoveryServices","WorkloadBackup","NotRegistered"
