ProviderNamespace                                            Operation                                                                                            OperationName                                                                                        IsDataAction
Microsoft.DeviceUpdate                                       Microsoft.DeviceUpdate/accounts/instances/updates/delete                                             Delete Updates                                                                                       True
Microsoft.DeviceUpdate                                       Microsoft.DeviceUpdate/accounts/instances/updates/read                                               Get Updates                                                                                          True
Microsoft.DeviceUpdate                                       Microsoft.DeviceUpdate/accounts/instances/updates/write                                              Write Updates                                                                                        True
Microsoft.DeviceUpdate                                       Microsoft.DeviceUpdate/accounts/instances/write                                                      Create/Update Instance                                                                               False
Microsoft.DeviceUpdate                                       Microsoft.DeviceUpdate/accounts/privateEndpointConnectionProxies/delete                              Delete Private Endpoint Connection Proxy                                                             False
Microsoft.DeviceUpdate                                       Microsoft.DeviceUpdate/accounts/privateEndpointConnectionProxies/read                                Get/List Private Endpoint Connection Proxies                                                         False
Microsoft.DeviceUpdate                                       Microsoft.DeviceUpdate/accounts/privateEndpointConnectionProxies/validate/action                     Validate Private Endpoint Connection Proxy                                                           False
Microsoft.DeviceUpdate                                       Microsoft.DeviceUpdate/accounts/privateEndpointConnectionProxies/write                               Create/Update Private Endpoint Connection Proxy                                                      False
Microsoft.DeviceUpdate                                       Microsoft.DeviceUpdate/accounts/privateEndpointConnections/delete                                    Delete Private Endpoint Connection                                                                   False
Microsoft.DeviceUpdate                                       Microsoft.DeviceUpdate/accounts/privateEndpointConnections/read                                      Get/List Private Endpoint Connections                                                                False
Microsoft.DeviceUpdate                                       Microsoft.DeviceUpdate/accounts/privateEndpointConnections/write                                     Create/Update Private Endpoint Connection                                                            False
Microsoft.DeviceUpdate                                       Microsoft.DeviceUpdate/accounts/privateLinkResources/read                                            Get/List Private Link Resources                                                                      False
Microsoft.DeviceUpdate                                       Microsoft.DeviceUpdate/accounts/read                                                                 Get/List Accounts                                                                                    False
Microsoft.DeviceUpdate                                       Microsoft.DeviceUpdate/accounts/write                                                                Create/Update Account                                                                                False
Microsoft.DeviceUpdate                                       Microsoft.DeviceUpdate/checkNameAvailability/action                                                  Checks Name Availability                                                                             False
Microsoft.DeviceUpdate                                       Microsoft.DeviceUpdate/locations/operationStatuses/read                                              Get Operation Status                                                                                 False
Microsoft.DeviceUpdate                                       Microsoft.DeviceUpdate/locations/operationStatuses/write                                             Update Operation Status                                                                              False
Microsoft.DeviceUpdate                                       Microsoft.DeviceUpdate/operations/read                                                               List Operations                                                                                      False
Microsoft.DeviceUpdate                                       Microsoft.DeviceUpdate/register/action                                                               Register Device Update                                                                               False
Microsoft.DeviceUpdate                                       Microsoft.DeviceUpdate/registeredSubscriptions/read                                                  Get/List registered subscriptions                                                                    False
Microsoft.DeviceUpdate                                       Microsoft.DeviceUpdate/unregister/action                                                             Unregister Device Update                                                                             False
Microsoft.Devops                                             Microsoft.Devops/deploymentDetails/Delete                                                            Delete deploymentDetails resource                                                                    False
Microsoft.Devops                                             Microsoft.Devops/deploymentDetails/Read                                                              Gets/List deploymentDetails resources                                                                False
Microsoft.Devops                                             Microsoft.Devops/deploymentDetails/Write                                                             Create/update deploymentDetails resources                                                            False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labCenters/delete                                                               Delete lab centers.                                                                                  False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labCenters/read                                                                 Read lab centers.                                                                                    False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labCenters/write                                                                Add or modify lab centers.                                                                           False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/artifactSources/armTemplates/read                                          Read azure resource manager templates.                                                               False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/artifactSources/artifacts/GenerateArmTemplate/action                       Generates an ARM template for the given artifact                                                     False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/artifactSources/artifacts/read                                             Read artifacts.                                                                                      False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/artifactSources/delete                                                     Delete artifact sources.                                                                             False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/artifactSources/read                                                       Read artifact sources.                                                                               False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/artifactSources/write                                                      Add or modify artifact sources.                                                                      False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/ClaimAnyVm/action                                                          Claim Any Virtual Machine                                                                            False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/costs/read                                                                 Read costs.                                                                                          False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/costs/write                                                                Add or modify costs.                                                                                 False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/CreateEnvironment/action                                                   Create a virtual machine                                                                             False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/customImages/delete                                                        Delete custom images.                                                                                False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/customImages/read                                                          Read custom images.                                                                                  False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/customImages/write                                                         Add or modify custom images.                                                                         False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/delete                                                                     Delete labs.                                                                                         False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/EnsureCurrentUserProfile/action                                            Ensure Current User Profile                                                                          False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/ExportResourceUsage/action                                                 Exports the lab resource usage into a storage account                                                False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/formulas/delete                                                            Delete formulas.                                                                                     False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/formulas/read                                                              Read formulas.                                                                                       False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/formulas/write                                                             Add or modify formulas.                                                                              False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/galleryImages/read                                                         Read gallery images.                                                                                 False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/GenerateUploadUri/action                                                   Generate image upload URI                                                                            False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/ImportVirtualMachine/action                                                Import a virtual machine                                                                             False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/ListVhds/action                                                            List VHDs                                                                                            False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/notificationChannels/delete                                                Delete notification channels.                                                                        False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/notificationChannels/Notify/action                                         Notify                                                                                               False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/notificationChannels/read                                                  Read notification channels.                                                                          False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/notificationChannels/write                                                 Add or modify notification channels.                                                                 False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/policySets/EvaluatePolicies/action                                         Evaluate policy                                                                                      False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/policySets/policies/delete                                                 Delete policies.                                                                                     False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/policySets/policies/read                                                   Read policies.                                                                                       False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/policySets/policies/write                                                  Add or modify policies.                                                                              False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/policySets/read                                                            Read policy sets.                                                                                    False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/read                                                                       Read labs.                                                                                           False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/schedules/delete                                                           Delete schedules.                                                                                    False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/schedules/Execute/action                                                   Execute schedule                                                                                     False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/schedules/ListApplicable/action                                            List all applicable schedules                                                                        False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/schedules/read                                                             Read schedules.                                                                                      False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/schedules/write                                                            Add or modify schedules.                                                                             False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/secrets/delete                                                             Delete lab secrets.                                                                                  False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/secrets/read                                                               Read lab secrets.                                                                                    False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/secrets/write                                                              Add or modify lab secrets.                                                                           False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/serviceRunners/delete                                                      Delete service runners.                                                                              False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/serviceRunners/read                                                        Read service runners.                                                                                False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/serviceRunners/write                                                       Add or modify service runners.                                                                       False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/sharedGalleries/delete                                                     Delete shared galleries.                                                                             False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/sharedGalleries/read                                                       Read shared galleries.                                                                               False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/sharedGalleries/sharedImages/delete                                        Delete shared images.                                                                                False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/sharedGalleries/sharedImages/read                                          Read shared images.                                                                                  False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/sharedGalleries/sharedImages/write                                         Add or modify shared images.                                                                         False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/sharedGalleries/write                                                      Add or modify shared galleries.                                                                      False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/users/delete                                                               Delete user profiles.                                                                                False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/users/disks/Attach/action                                                  Attach disk                                                                                          False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/users/disks/delete                                                         Delete disks.                                                                                        False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/users/disks/Detach/action                                                  Detach and break the lease of the disk attached to the virtual machine                               False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/users/disks/read                                                           Read disks.                                                                                          False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/users/disks/write                                                          Add or modify disks.                                                                                 False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/users/environments/delete                                                  Delete environments.                                                                                 False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/users/environments/read                                                    Read environments.                                                                                   False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/users/environments/write                                                   Add or modify environments.                                                                          False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/users/read                                                                 Read user profiles.                                                                                  False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/users/secrets/delete                                                       Delete secrets.                                                                                      False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/users/secrets/read                                                         Read secrets.                                                                                        False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/users/secrets/write                                                        Add or modify secrets.                                                                               False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/users/serviceFabrics/delete                                                Delete service fabrics.                                                                              False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/users/serviceFabrics/ListApplicableSchedules/action                        List all applicable schedules                                                                        False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/users/serviceFabrics/read                                                  Read service fabrics.                                                                                False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/users/serviceFabrics/schedules/delete                                      Delete schedules.                                                                                    False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/users/serviceFabrics/schedules/Execute/action                              Execute schedule                                                                                     False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/users/serviceFabrics/schedules/read                                        Read schedules.                                                                                      False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/users/serviceFabrics/schedules/write                                       Add or modify schedules.                                                                             False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/users/serviceFabrics/Start/action                                          Start service fabric                                                                                 False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/users/serviceFabrics/Stop/action                                           Stop service fabric                                                                                  False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/users/serviceFabrics/write                                                 Add or modify service fabrics.                                                                       False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/users/write                                                                Add or modify user profiles.                                                                         False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/virtualMachines/AddDataDisk/action                                         Add or attach a data disk                                                                            False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/virtualMachines/ApplyArtifacts/action                                      Apply artifacts to virtual machine                                                                   False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/virtualMachines/Claim/action                                               Claim a virtual machine                                                                              False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/virtualMachines/ClearArtifactResults/action                                Clear artifact results                                                                               False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/virtualMachines/delete                                                     Delete virtual machines.                                                                             False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/virtualMachines/DetachDataDisk/action                                      Detach the specified disk from the virtual machine                                                   False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/virtualMachines/GetRdpFileContents/action                                  Get RDP file contents                                                                                False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/virtualMachines/ListApplicableSchedules/action                             List all applicable schedules                                                                        False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/virtualMachines/read                                                       Read virtual machines.                                                                               False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/virtualMachines/Redeploy/action                                            Redeploy a virtual machine                                                                           False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/virtualMachines/Resize/action                                              Resize Virtual Machine.                                                                              False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/virtualMachines/Restart/action                                             Restart virtual machine                                                                              False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/virtualMachines/schedules/delete                                           Delete schedules.                                                                                    False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/virtualMachines/schedules/Execute/action                                   Execute schedule                                                                                     False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/virtualMachines/schedules/read                                             Read schedules.                                                                                      False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/virtualMachines/schedules/write                                            Add or modify schedules.                                                                             False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/virtualMachines/Start/action                                               Start virtual machine                                                                                False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/virtualMachines/Stop/action                                                Stop virtual machine                                                                                 False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/virtualMachines/TransferDisks/action                                       Transfer data disks to the current user.                                                             False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/virtualMachines/UnClaim/action                                             Unclaim a virtual machine                                                                            False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/virtualMachines/write                                                      Add or modify virtual machines.                                                                      False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/virtualNetworks/bastionHosts/delete                                        Delete bastionhosts.                                                                                 False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/virtualNetworks/bastionHosts/read                                          Read bastionhosts.                                                                                   False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/virtualNetworks/bastionHosts/write                                         Add or modify bastionhosts.                                                                          False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/virtualNetworks/delete                                                     Delete virtual networks.                                                                             False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/virtualNetworks/read                                                       Read virtual networks.                                                                               False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/virtualNetworks/write                                                      Add or modify virtual networks.                                                                      False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/vmPools/delete                                                             Delete virtual machine pools.                                                                        False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/vmPools/read                                                               Read virtual machine pools.                                                                          False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/vmPools/write                                                              Add or modify virtual machine pools.                                                                 False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/labs/write                                                                      Add or modify labs.                                                                                  False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/locations/operations/read                                                       Read operations.                                                                                     False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/register/action                                                                 Register Subscription                                                                                False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/schedules/delete                                                                Delete schedules.                                                                                    False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/schedules/Execute/action                                                        Execute schedule                                                                                     False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/schedules/read                                                                  Read schedules.                                                                                      False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/schedules/Retarget/action                                                       Retarget schedule.                                                                                   False
Microsoft DevTest Labs                                       Microsoft.DevTestLab/schedules/write                                                                 Add or modify schedules.                                                                             False
Azure Digital Twins                                          Microsoft.DigitalTwins/digitaltwins/commands/action                                                  Invoke Command on Digital Twin                                                                       True
Azure Digital Twins                                          Microsoft.DigitalTwins/digitaltwins/delete                                                           Delete Digital Twin                                                                                  True
Azure Digital Twins                                          Microsoft.DigitalTwins/digitaltwins/read                                                             Read Digital Twin                                                                                    True
Azure Digital Twins                                          Microsoft.DigitalTwins/digitaltwins/relationships/delete                                             Delete Digital Twin Relationship                                                                     True
Azure Digital Twins                                          Microsoft.DigitalTwins/digitaltwins/relationships/read                                               Read Digital Twin Relationship                                                                       True
Azure Digital Twins                                          Microsoft.DigitalTwins/digitaltwins/relationships/write                                              Create Digital Twin Relationship                                                                     True
Azure Digital Twins                                          Microsoft.DigitalTwins/digitaltwins/write                                                            Create Digital Twin                                                                                  True
Azure Digital Twins                                          Microsoft.DigitalTwins/digitalTwinsInstances/delete                                                  Delete Azure Digital Twins resource                                                                  False
Azure Digital Twins                                          Microsoft.DigitalTwins/digitalTwinsInstances/diagnosticSettings/read                                 Get Diagnostic Settings                                                                              False
Azure Digital Twins                                          Microsoft.DigitalTwins/digitalTwinsInstances/diagnosticSettings/write                                Set Diagnostic Settings                                                                              False
Azure Digital Twins                                          Microsoft.DigitalTwins/digitalTwinsInstances/endpoints/delete                                        Delete Endpoint                                                                                      False
Azure Digital Twins                                          Microsoft.DigitalTwins/digitalTwinsInstances/endpoints/read                                          Read Endpoint                                                                                        False
Azure Digital Twins                                          Microsoft.DigitalTwins/digitalTwinsInstances/endpoints/write                                         Write Endpoint                                                                                       False
Azure Digital Twins                                          Microsoft.DigitalTwins/digitalTwinsInstances/logDefinitions/read                                     Get Azure Monitor Log Settings                                                                       False
Azure Digital Twins                                          Microsoft.DigitalTwins/digitalTwinsInstances/metricDefinitions/read                                  Get Azure Monitor Metric Settings                                                                    False
Azure Digital Twins                                          Microsoft.DigitalTwins/digitalTwinsInstances/operationsResults/read                                  Read Operation Result                                                                                False
Azure Digital Twins                                          Microsoft.DigitalTwins/digitalTwinsInstances/privateEndpointConnectionProxies/delete                 Delete PrivateEndpointConnectionProxies                                                              False
Azure Digital Twins                                          Microsoft.DigitalTwins/digitalTwinsInstances/privateEndpointConnectionProxies/operationResults/read  Get PrivateEndpointConnectionProxies Async Operation Result                                          False
Azure Digital Twins                                          Microsoft.DigitalTwins/digitalTwinsInstances/privateEndpointConnectionProxies/read                   Read PrivateEndpointConnectionProxies                                                                False
Azure Digital Twins                                          Microsoft.DigitalTwins/digitalTwinsInstances/privateEndpointConnectionProxies/validate/action        Validate PrivateEndpointConnectionProxies                                                            False
Azure Digital Twins                                          Microsoft.DigitalTwins/digitalTwinsInstances/privateEndpointConnectionProxies/write                  Write PrivateEndpointConnectionProxies                                                               False
Azure Digital Twins                                          Microsoft.DigitalTwins/digitalTwinsInstances/privateEndpointConnections/delete                       Delete PrivateEndpointConnection                                                                     False
Azure Digital Twins                                          Microsoft.DigitalTwins/digitalTwinsInstances/privateEndpointConnections/operationResults/read        Get PrivateEndpointConnection Async Operation Result                                                 False
Azure Digital Twins                                          Microsoft.DigitalTwins/digitalTwinsInstances/privateEndpointConnections/read                         Read PrivateEndpointConnection                                                                       False
Azure Digital Twins                                          Microsoft.DigitalTwins/digitalTwinsInstances/privateEndpointConnections/write                        Write PrivateEndpointConnection                                                                      False
Azure Digital Twins                                          Microsoft.DigitalTwins/digitalTwinsInstances/privateLinkResources/read                               Read PrivateLinkResources                                                                            False
Azure Digital Twins                                          Microsoft.DigitalTwins/digitalTwinsInstances/read                                                    Read Azure Digital Twins resource                                                                    False
Azure Digital Twins                                          Microsoft.DigitalTwins/digitalTwinsInstances/write                                                   Create or Update Azure Digital Twins resource                                                        False
Azure Digital Twins                                          Microsoft.DigitalTwins/eventroutes/delete                                                            Delete Event Route                                                                                   True
