ProviderNamespace                                        ProviderName                             FeatureName
Microsoft DB for PostgreSQL                              Microsoft.DBForPostgreSQL                vnet
Microsoft DB for PostgreSQL                              microsoft.dbforpostgresql                webappnewbizmodel
Microsoft DB for PostgreSQL                              Microsoft.DBforPostgreSQL                workloadInsight
-                                                        Microsoft.DeploymentManager              admdev
-                                                        Microsoft.DeploymentManager              ignite2018PreviewAccess
-                                                        Microsoft.DeploymentManager              tip
Microsoft Devices                                        microsoft.devices                        AzureIoTElasticPools
Microsoft Devices                                        microsoft.devices                        AzureIoTProvisioningService
Microsoft Devices                                        Microsoft.Devices                        PublicPreview
-                                                        Microsoft.DevSpaces                      betaAccess
Microsoft DevTest Labs                                   Microsoft.DevTestLab                     DevInProdIntegration
Microsoft DevTest Labs                                   Microsoft.DevTestLab                     Integration
Microsoft DevTest Labs                                   Microsoft.DevTestLab                     Test2
Microsoft DevTest Labs                                   Microsoft.DevTestLab                     Test3
Microsoft DevTest Labs                                   Microsoft.DevTestLab                     Test4
-                                                        microsoft.dns                            privatepreview
Microsoft DocumentDB                                     Microsoft.DocumentDB                     autopilot-flight-3
Microsoft DocumentDB                                     Microsoft.DocumentDB                     storageanalytics-public-preview
Microsoft Domains                                        Microsoft.DomainRegistration             betaGD
Microsoft Event Grid                                     Microsoft.EventGrid                      storageEventSubscriptions
Experimentation Resource Provider                        Microsoft.Experimentation                POC
-                                                        Microsoft.ExpressPod                     DataBoxCanaryTest
-                                                        Microsoft.ExpressPod                     DataIngestionService
-                                                        Microsoft.ExpressPod                     DeviceImportAccess
-                                                        Microsoft.Expresspod                     diskimportaccess
-                                                        Microsoft.ExpressPod                     ExpressPodCanary
-                                                        Microsoft.Expresspod                     IgniteSignup
-                                                        Microsoft.ExpressPod                     MockGdcoAndUps
-                                                        Microsoft.Expresspod                     MockXtService
-                                                        Microsoft.ExternalShim                   ExternalShimAccess
-                                                        Microsoft.Genomics                       DevelopmentEnvironmentAccess
Microsoft Guest Configuration                            Microsoft.GuestConfiguration             betaAccess
Microsoft Guest Configuration                            Microsoft.GuestConfiguration             CanaryParticipation
Microsoft Guest Configuration                            Microsoft.GuestConfiguration             GA20181120
Microsoft SAP HANA on Azure                              Microsoft.HanaOnAzure                    noAccess
Microsoft Hardware Security Modules                      Microsoft.HardwareSecurityModules        AzureDedicatedHsm
Microsoft Hardware Security Modules                      Microsoft.HardwareSecurityModules        DedicatedHsmEnabled
Microsoft Hardware Security Modules                      Microsoft.HardwareSecurityModules        deploymentVerification
Microsoft Hardware Security Modules                      Microsoft.HardwareSecurityModules        drillVerification
Microsoft Hardware Security Modules                      Microsoft.HardwareSecurityModules        UseDogfoodHSM
Microsoft Hardware Security Modules                      Microsoft.HardwareSecurityModules        UseDogfoodHsmAdminPlane
Microsoft HybridCompute                                  microsoft.hybridcompute                  HybridComputeExtensionPreview
Microsoft HybridCompute                                  Microsoft.HybridCompute                  HybridRPCanary
-                                                        Microsoft.HybridData                     PreviewAccess
Microsoft Azure Monitor                                  microsoft.insights                       AIMONEnvironment
Microsoft Azure Monitor                                  microsoft.insights                       azurehealthlimitedpreview
Microsoft Azure Monitor                                  microsoft.insights                       azurehealthpreview
Microsoft Azure Monitor                                  microsoft.insights                       baseline-preview
Microsoft Azure Monitor                                  microsoft.insights                       baseline-dogfood
Microsoft Azure Monitor                                  microsoft.insights                       billingv3
Microsoft Azure Monitor                                  microsoft.insights                       diagnosticsettingpreview
Microsoft Azure Monitor                                  microsoft.insights                       customMetric
Microsoft Azure Monitor                                  microsoft.insights                       EnableCCAN
Microsoft Azure Monitor                                  Microsoft.Insights                       EnableCHNRegion
Microsoft Azure Monitor                                  microsoft.insights                       EnableCID
Microsoft Azure Monitor                                  Microsoft.Insights                       EnableNOERegion
Microsoft Azure Monitor                                  Microsoft.Insights                       EnableNOWRegion
Microsoft Azure Monitor                                  microsoft.insights                       EnableSEA
Microsoft Azure Monitor                                  Microsoft.Insights                       EnableSEAURegion
Microsoft Azure Monitor                                  microsoft.insights                       EnableSUK
Microsoft Azure Monitor                                  microsoft.insights                       EnableWestUS2
Microsoft Azure Monitor                                  microsoft.insights                       metricalertprivatepreview
Microsoft Azure Monitor                                  microsoft.insights                       metricalertmultidimprivatepreview
Microsoft Azure Monitor                                  microsoft.insights                       NotificationRulePreview
Microsoft Azure Monitor                                  microsoft.insights                       NotificationGroupPreview
Microsoft Azure Monitor                                  microsoft.insights                       ScheduledQueryRulesPROD
Microsoft Azure Monitor                                  microsoft.insights                       ScheduledQueryRulesAIMON
Microsoft Azure Monitor                                  Microsoft.Insights                       testinproduction
Microsoft Azure Monitor                                  microsoft.insights                       testinproductionmdm
Microsoft Azure Monitor                                  microsoft.insights                       testinproductionnms
Azure IoT Central                                        Microsoft.IoTCentral                     metering
-                                                        Microsoft.IoTSpaces                      CanaryCustomers
-                                                        Microsoft.IoTSpaces                      MVP
-                                                        Microsoft.IotSpaces                      PPECustomers
-                                                        Microsoft.IotSpaces                      PreviewCustomers
-                                                        Microsoft.IoTSpaces                      ScaleTestCustomers
Microsoft Key Vault                                      Microsoft.KeyVault                       EventGridPreview
Microsoft Key Vault                                      Microsoft.KeyVault                       HSMPoolEnabled
-                                                        Microsoft.Kona                           betaAccess
-                                                        Microsoft.Kona                           betaAccess2
Microsoft.Kubernetes                                     Microsoft.Kubernetes                     previewAccess
Microsoft Kubernetes Configuration                       Microsoft.KubernetesConfiguration        sourceControlConfiguration
Microsoft.Kusto                                          Microsoft.Kusto                          AllowSwitzerlandNorth
Microsoft.Kusto                                          Microsoft.Kusto                          UseSharedIdentities
Microsoft Azure Lab Services                             Microsoft.LabServices                    DevInProdIntegration
Microsoft Logic                                          Microsoft.Logic                          AllowCrossSubscriptionGatewayAccess
Microsoft Logic                                          Microsoft.Logic                          AmeProjectionEnabled
Microsoft Logic                                          Microsoft.Logic                          AllowUnlimitedLogicApps
Microsoft Logic                                          Microsoft.Logic                          FairfaxDemo
Microsoft Logic                                          Microsoft.Logic                          HostingEnvironmentsPreview
Microsoft Logic                                          Microsoft.Logic                          IsolatedEnvironmentsPreview
Microsoft Logic                                          Microsoft.Logic                          IsolatedEnvironmentsPrivateRegions
Microsoft Logic                                          Microsoft.Logic                          IsolatedEnvironmentsPreviewDisable
-                                                        Microsoft.MachineLearningCompute         ViennaPublicPreview
-                                                        Microsoft.MachineLearningExperimentation CanaryFeature
Microsoft Managed Identity                               Microsoft.ManagedIdentity                EnableSecurityGroups
-                                                        Microsoft.ManagedNetwork                 mncbetaAccess
-                                                        Microsoft.Microsoft                      AllowNetworkWatcherAzureReachabilityReport
-                                                        Microsoft.Mindaro                        tip2
-                                                        Microsoft.Mindaro                        tip
Microsoft.NetApp Resource Provider                       Microsoft.NetApp                         AllowSMB
Microsoft.NetApp Resource Provider                       Microsoft.NetApp                         AllowValidationRegions
Microsoft.NetApp Resource Provider                       Microsoft.NetApp                         ANFBackupPreview
Microsoft.NetApp Resource Provider                       Microsoft.NetApp                         ANFGA
Microsoft.NetApp Resource Provider                       Microsoft.NetApp                         ANFGATenant
Microsoft.NetApp Resource Provider                       Microsoft.NetApp                         ANFNFSv4Preview
Microsoft.NetApp Resource Provider                       Microsoft.NetApp                         ANFReplicationPreview
Microsoft.NetApp Resource Provider                       Microsoft.NetApp                         ANFSnapRestorePreview
Microsoft.NetApp Resource Provider                       Microsoft.NetApp                         managementNicAdmin
Microsoft.NetApp Resource Provider                       Microsoft.NetApp                         testing
Microsoft Network                                        Microsoft.Network                        AllowAcceleratedNetworkingFeature
Microsoft Network                                        Microsoft.Network                        AllowAccessRuleExtendedProperties
Microsoft Network                                        Microsoft.Network                        AllowAcceleratedNetworkingForLinux
Microsoft Network                                        Microsoft.Network                        AllowAllocateOptimizations
Microsoft Network                                        Microsoft.Network                        AllowAllocateAsyncValidation
Microsoft Network                                        Microsoft.Network                        AllowAppGwWafBotManagerRuleSet
Microsoft Network                                        Microsoft.Network                        AllowAppGwPerSiteFirewallPolicy
Microsoft Network                                        Microsoft.Network                        AllowApplicationGatewayClientAuthentication
Microsoft Network                                        Microsoft.Network                        AllowAppGwWafCustomRuleGeoMatch
Microsoft Network                                        Microsoft.Network                        AllowApplicationGatewayEnableFIPS
Microsoft Network                                        Microsoft.Network                        AllowApplicationGatewayLoadDistributionPolicy
Microsoft Network                                        Microsoft.Network                        AllowApplicationGatewayV2WildcardListener
Microsoft Network                                        Microsoft.Network                        AllowApplicationSecurityGroups
Microsoft Network                                        Microsoft.Network                        AllowApplicationGatewayZonePinning
Microsoft Network                                        Microsoft.Network                        AllowAzureFirewall
Microsoft Network                                        Microsoft.Network                        AllowAsgsOnVmScaleSet
Microsoft Network                                        Microsoft.Network                        AllowBaremetalServers
Microsoft Network                                        Microsoft.Network                        AllowBastionHostPrivatePreview
Microsoft Network                                        Microsoft.Network                        AllowBastionHost
Microsoft Network                                        Microsoft.Network                        AllowClassicCrossSubscriptionPeering
Microsoft Network                                        Microsoft.Network                        AllowBringYourOwnPublicIpAddress
Microsoft Network                                        Microsoft.Network                        AllowCoExistenceAnyOrder
Microsoft Network                                        Microsoft.Network                        AllowCortexExpressRouteGateway
Microsoft Network                                        Microsoft.Network                        AllowCortexAccess
Microsoft Network                                        Microsoft.Network                        AllowCortexGlobalVnetPeering
Microsoft Network                                        Microsoft.Network                        AllowCortexSecurity
Microsoft Network                                        Microsoft.Network                        AllowDdosProtectionPlan
Microsoft Network                                        Microsoft.Network                        AllowDisableBgpRouteProgagation
Microsoft Network                                        Microsoft.Network                        AllowDestinationServiceEndpoints
Microsoft Network                                        Microsoft.Network                        AllowDSeriesForBrooklyn
Microsoft Network                                        microsoft.network                        allowERArmProviderPortal
Microsoft Network                                        Microsoft.Network                        AllowDynamicRedirectToTestGwm
Microsoft Network                                        Microsoft.Network                        AllowExpressRoutePorts
Microsoft Network                                        Microsoft.Network                        AllowExRCrossRegionResourceValidation
Microsoft Network                                        Microsoft.Network                        AllowFpgaEnabledClustersFeature
Microsoft Network                                        Microsoft.Network                        AllowFrontdoor
Microsoft Network                                        Microsoft.Network                        AllowGlobalCrpHttpClient
Microsoft Network                                        Microsoft.Network                        AllowGlobalTagsForSql
Microsoft Network                                        Microsoft.Network                        AllowGlobalPeeringTransit
Microsoft Network                                        Microsoft.Network                        AllowGlobalVnetPeering
Microsoft Network                                        Microsoft.Network                        AllowGlobalTagsForStorage
Microsoft Network                                        Microsoft.Network                        AllowHidingCrossSubscriptionResources
Microsoft Network                                        Microsoft.Network                        AllowGRPeerConnection
Microsoft Network                                        Microsoft.Network                        AllowILBAllPortsRule
Microsoft Network                                        Microsoft.Network                        AllowIntendedPolicies
Microsoft Network                                        Microsoft.Network                        AllowIntentedPolicies
Microsoft Network                                        Microsoft.Network                        AllowInterfaceEndpoints
Microsoft Network                                        Microsoft.Network                        AllowInternalDelegations
Microsoft Network                                        Microsoft.Network                        AllowIpTags
Microsoft Network                                        Microsoft.Network                        AllowIpGroups
Microsoft Network                                        Microsoft.Network                        AllowIPv6CAOnStandardLB
Microsoft Network                                        Microsoft.Network                        AllowIpv6GlobalReach
Microsoft Network                                        Microsoft.Network                        AllowIpv6PrivatePeering
Microsoft Network                                        Microsoft.Network                        AllowIPv6VirtualNetwork
Microsoft Network                                        Microsoft.Network                        AllowLBPreview
Microsoft Network                                        Microsoft.Network                        AllowLBPreviewWave2
Microsoft Network                                        Microsoft.Network                        AllowLBPreviewWave3
Microsoft Network                                        Microsoft.Network                        AllowLBSNATallocationPolicy
Microsoft Network                                        Microsoft.Network                        AllowLoadBalancingOnSecondaryIpConfigs
Microsoft Network                                        Microsoft.Network                        AllowMacPreservation
Microsoft Network                                        Microsoft.Network                        AllowMaxPrivateLinkServicesPerLoadBalancerOptimization
Microsoft Network                                        Microsoft.Network                        AllowMultiNicOnVMScaleSet
Microsoft Network                                        Microsoft.Network                        AllowMultipleAddressPrefixesOnSubnet
Microsoft Network                                        Microsoft.Network                        AllowMultipleIpConfigurationsPerNic
Microsoft Network                                        Microsoft.Network                        AllowMutipleAddressPrefixesOnSubnet
Microsoft Network                                        Microsoft.Network                        AllowNatGateway
Microsoft Network                                        Microsoft.Network                        AllowNetwatcherAzureReachabilityReport
Microsoft Network                                        Microsoft.Network                        AllowNetworkIntentPolicies
Microsoft Network                                        Microsoft.Network                        AllowNetworkProfiles
Microsoft Network                                        Microsoft.Network                        AllowNetworkWatcher
Microsoft Network                                        Microsoft.Network                        AllowNetworkWatcherAzureReachabilityReport
Microsoft Network                                        Microsoft.Network                        AllowNetworkWatcherConnectivityCheck
Microsoft Network                                        Microsoft.Network                        AllowNfvrpFirewallPolicyPrivate
Microsoft Network                                        Microsoft.Network                        AllowNfvrpFirewallPolicySlice
Microsoft Network                                        Microsoft.Network                        AllowNfvrpFirewallPolicyValidation
Microsoft Network                                        Microsoft.Network                        AllowNfvrpResourcePreview
Microsoft Network                                        Microsoft.Network                        AllowNfvrpVirtualRouterSlice
Microsoft Network                                        Microsoft.Network                        AllowOutboundNatRule
Microsoft Network                                        Microsoft.Network                        AllowP2SCortexAccess
Microsoft Network                                        Microsoft.Network                        AllowPaaSEndpointAcl
Microsoft Network                                        Microsoft.Network                        AllowPingMesh
Microsoft Network                                        Microsoft.Network                        AllowPreflightValidation
Microsoft Network                                        Microsoft.Network                        AllowPrepareNetworkPoliciesAction
Microsoft Network                                        Microsoft.Network                        AllowPreReleaseRegions
Microsoft Network                                        Microsoft.Network                        AllowPrivateAccess
Microsoft Network                                        Microsoft.Network                        AllowPrivateEndpoints
Microsoft Network                                        Microsoft.Network                        AllowPrivateLinkServices
Microsoft Network                                        Microsoft.Network                        AllowPseudoClientAppId
Microsoft Network                                        Microsoft.Network                        AllowPublicIpMobility
Microsoft Network                                        Microsoft.Network                        AllowPublicIPOnVMScaleSetVMs
Microsoft Network                                        Microsoft.Network                        AllowPublicIpPrefix
Microsoft Network                                        Microsoft.Network                        AllowPublicIpsAndLoadBalancingOnSecondaryIpConfigsInVMScaleSet
Microsoft Network                                        Microsoft.Network                        AllowRedirectGwmCallsToApplicationGatewayBvt1Gwm
Microsoft Network                                        Microsoft.Network                        AllowRedirectGwmCallsToExpressRouteBvt2Gwm
Microsoft Network                                        Microsoft.Network                        AllowRedirectGwmCallsToExpressRouteBvt3Gwm
Microsoft Network                                        Microsoft.Network                        AllowRedirectGwmCallsToExpressRouteCPGwm
Microsoft Network                                        Microsoft.Network                        AllowRedirectGwmCallsToExpressRouteDPGwm
Microsoft Network                                        Microsoft.Network                        AllowRedirectGwmCallsToExpressRouteMXGwm
Microsoft Network                                        Microsoft.Network                        AllowRedirectGwmCallsToExpressRouteRSGwm
Microsoft Network                                        Microsoft.Network                        AllowRedirectMaps
Microsoft Network                                        Microsoft.Network                        AllowRegionalGatewayManagerForSecureGateway
Microsoft Network                                        Microsoft.Network                        AllowRegionalVMSSVirtualNetworkGateway
Microsoft Network                                        Microsoft.Network                        AllowRouteServiceAccess
Microsoft Network                                        Microsoft.Network                        AllowRouteTables
Microsoft Network                                        Microsoft.Network                        AllowRoutingPreferenceFeature
Microsoft Network                                        Microsoft.Network                        AllowRPGateway
Microsoft Network                                        Microsoft.Network                        AllowSecureVnets
Microsoft Network                                        Microsoft.Network                        AllowServiceEndpointPolicies
Microsoft Network                                        Microsoft.Network                        AllowSingleNicAndMultiNicInSameAvailabilitySet
Microsoft Network                                        Microsoft.Network                        AllowStandardLBOutboundRulesPreview
Microsoft Network                                        Microsoft.Network                        AllowStaticPublicIpAsInstanceIp
Microsoft Network                                        Microsoft.Network                        AllowSubnetDelegation
Microsoft Network                                        Microsoft.Network                        AllowSubscriptionMigration
Microsoft Network                                        Microsoft.Network                        AllowThrottleCrpOperations
Microsoft Network                                        Microsoft.Network                        AllowValidationRegions
Microsoft Network                                        Microsoft.Network                        AllowVirtualNetworkTap
Microsoft Network                                        Microsoft.Network                        AllowVMsFromDifferentVnetsOnAvailabilitySet
Microsoft Network                                        Microsoft.Network                        AllowVMSSVirtualNetworkGateway
Microsoft Network                                        Microsoft.Network                        AllowVmssHealthProbe
Microsoft Network                                        Microsoft.Network                        AllowVnetPeering
Microsoft Network                                        Microsoft.Network                        AllowVnetGatewayOpenVpnProtocol
Microsoft Network                                        microsoft.network                        AllowVpnclientIpsecPoliciesSet
Microsoft Network                                        Microsoft.Network                        armApiPreviewAccess
Microsoft Network                                        Microsoft.Network                        azurednspreview
Microsoft Network                                        Microsoft.Network                        CloudDnsAliasPortalTest
Microsoft Network                                        Microsoft.Network                        CloudDnsBdmProd
Microsoft Network                                        Microsoft.Network                        CloudDnsBdmPreview
Microsoft Network                                        Microsoft.Network                        CloudDnsReleaseCandidate
Microsoft Network                                        Microsoft.Network                        DisableNetworkWatcherAutocreation
Microsoft Network                                        Microsoft.Network                        CloudDnsThrottling
Microsoft Network                                        Microsoft.Network                        EnableDdosProtectionPlanBilling
Microsoft Network                                        Microsoft.Network                        EnableOperationBatching
Microsoft Network                                        Microsoft.Network                        EnableTenantNoSyncLock
Microsoft Network                                        Microsoft.Network                        EnableTenantOperationBatching
Microsoft Network                                        Microsoft.Network                        EnableValidationInBackgroundTask
Microsoft Network                                        Microsoft.Network                        HybridRegionPreview
Microsoft Network                                        Microsoft.Network                        ExrGwGatewaySubscription
Microsoft Network                                        Microsoft.Network                        InternetAnalyzerPreview
Microsoft Network                                        Microsoft.Network                        isVMSSVirtualNetworkGatewayAllowed
Microsoft Network                                        Microsoft.Network                        PrivateDnsGcpPPE
Microsoft Network                                        Microsoft.Network                        PrivateDnsGcpDaily
Microsoft Network                                        Microsoft.Network                        SkipPseudoVipGeneration
Microsoft Network                                        Microsoft.Network                        SecureGwGatewaySubscription
Microsoft Network                                        Microsoft.Network                        ThrottleArmOperationsRnm
Microsoft Network                                        Microsoft.Network                        TestFlag
Microsoft Network                                        Microsoft.Network                        TrafficManagerHeatMap
-                                                        Microsoft.Netwotk                        AllowGlobalPeeringTransit
Microsoft Azure Notification Hub                         Microsoft.NotificationHubs               NHubMetrics
Azure Log Analytics                                      Microsoft.OperationalInsights            LAClusterApiEnabled
Azure Log Analytics                                      Microsoft.OperationalInsights            SwitzerlandRegions
Microsoft.Peering                                        Microsoft.Peering                        AllowCarrierInterconnect
Microsoft.Peering                                        Microsoft.Peering                        AllowDirectInterconnect
Microsoft.Peering                                        Microsoft.Peering                        AllowCDNInterconnect
Microsoft.Peering                                        Microsoft.Peering                        AllowDirectPeering
Microsoft.Peering                                        Microsoft.Peering                        AllowExchangeInterconnect
Microsoft.Peering                                        Microsoft.Peering                        AllowPeeringService
Microsoft.Peering                                        Microsoft.Peering                        AllowExchangePeering
Microsoft Policy Insights                                Microsoft.PolicyInsights                 AKS-DataPlaneAutoApprove
Microsoft Policy Insights                                Microsoft.PolicyInsights                 Insights
Microsoft Policy Insights                                Microsoft.PolicyInsights                 Events
Microsoft Policy Insights                                Microsoft.PolicyInsights                 States
-                                                        Microsoft.Project                        tip
Microsoft.RecoveryServices                               Microsoft.RecoveryServices               32DiskBackupPreview
Microsoft.RecoveryServices                               Microsoft.RecoveryServices               AzureFileShareBackup
Microsoft.RecoveryServices                               Microsoft.RecoveryServices               BackupPreview
Microsoft.RecoveryServices                               Microsoft.RecoveryServices               betaAccess
Microsoft.RecoveryServices                               Microsoft.RecoveryServices               BlockedFeature
Microsoft.RecoveryServices                               Microsoft.RecoveryServices               CrossRegionRestore
Microsoft.RecoveryServices                               Microsoft.RecoveryServices               HanaBackup
Microsoft.RecoveryServices                               Microsoft.RecoveryServices               InstantBackupandRecovery
Microsoft.RecoveryServices                               Microsoft.RecoveryServices               ItemLevelRecovery
Microsoft.RecoveryServices                               Microsoft.RecoveryServices               LargeDiskVMBackupPreview
Microsoft.RecoveryServices                               Microsoft.RecoveryServices               MABAlertingFeature
Microsoft.RecoveryServices                               Microsoft.RecoveryServices               MercuryAutoProtection
Microsoft.RecoveryServices                               Microsoft.RecoveryServices               PPEAccess
Microsoft.RecoveryServices                               Microsoft.RecoveryServices               PremiumStorageBackup
Microsoft.RecoveryServices                               Microsoft.RecoveryServices               RecoveryServicesCanada
Microsoft.RecoveryServices                               Microsoft.RecoveryServices               RecoveryServicesBeta
Microsoft.RecoveryServices                               Microsoft.RecoveryServices               RecoveryServicesResourceMove
Microsoft.RecoveryServices                               Microsoft.RecoveryServices               RecoveryServicesUK
Microsoft.RecoveryServices                               Microsoft.RecoveryServices               RecoveryServicesWUS2
Microsoft.RecoveryServices                               Microsoft.RecoveryServices               ResourceGraphSyncEnabled
Microsoft.RecoveryServices                               Microsoft.RecoveryServices               WorkloadBackup
-                                                        Microsoft.RemoteApp                      CspTest
-                                                        Microsoft.RemoteApp                      PrivacyEnabled
-                                                        Microsoft.RemoteApp                      ple
-                                                        Microsoft.Resouces                       EUAPParticipation
-                                                        Microsoft.RemoteApp                      privatePreview
Microsoft Resources                                      Microsoft.Resources                      AllowInternalDelegations
Microsoft Resources                                      Microsoft.Resources                      ARMDisableResourcesPerRGLimit
Microsoft Resources                                      Microsoft.Resources                      ARMLimitx2
Microsoft Resources                                      Microsoft.Resources                      AvailabilityZonePeering
Microsoft Resources                                      Microsoft.Resources                      AvailabilityZones
Microsoft Resources                                      Microsoft.Resources                      DataControlAgreement
Microsoft Resources                                      Microsoft.Resources                      EUAPParticipation
Microsoft Resources                                      Microsoft.Resources                      FairfaxDemo
Microsoft Resources                                      Microsoft.Resources                      GermanyNorth
Microsoft Resources                                      Microsoft.Resources                      GermanyRegions
Microsoft Resources                                      Microsoft.Resources                      GermanyWestCentral
Microsoft Resources                                      Microsoft.Resources                      mandatoryRetentionPeriodEnabled
Microsoft Resources                                      Microsoft.Resources                      NorwayEast
Microsoft Resources                                      Microsoft.Resources                      NorwayRegions
Microsoft Resources                                      Microsoft.Resources                      NorwayWest
Microsoft Resources                                      Microsoft.Resources                      SouthAfricaRegions
Microsoft Resources                                      microsoft.resources                      SwitzerlandNorth
Microsoft Resources                                      Microsoft.Resources                      SwitzerlandRegions
Microsoft Resources                                      microsoft.resources                      SwitzerlandWest
Microsoft Resources                                      Microsoft.Resources                      TestFlag
Microsoft Resources                                      Microsoft.Resources                      ThrottledSubscriptions
Microsoft Resources                                      Microsoft.Resources                      UAERegions
Microsoft                                                Microsoft.Saas                           betaAccess
Microsoft Security                                       Microsoft.Security                       AdvancedThreatProtection
Microsoft Security                                       Microsoft.Security                       ApplicationWhitelisting
Microsoft Security                                       Microsoft.Security                       ApplicationWhiteliting
Microsoft Security                                       Microsoft.Security                       appwhitelistingaccess
Microsoft Security                                       microsoft.security                       Assessments
Microsoft Security                                       Microsoft.Security                       CoreDev1
Microsoft Security                                       Microsoft.Security                       Dev1
Microsoft Security                                       Microsoft.Security                       Dev2
Microsoft Security                                       Microsoft.Security                       Dev3
Microsoft Security                                       Microsoft.Security                       discoveredSecuritySolutions
Microsoft Security                                       Microsoft.Security                       externalSecuritySolutions
Microsoft Security                                       Microsoft.Security                       Integration
Microsoft Security                                       Microsoft.Security                       jitnac-dev2
Microsoft Security                                       Microsoft.Security                       jitnac-dev3
Microsoft Security                                       Microsoft.Security                       jitnac-int
Microsoft Security                                       Microsoft.Security                       jitnac-rome3int
Microsoft Security                                       Microsoft.Security                       jitvmaccess
Microsoft Security                                       Microsoft.Security                       NacJIT
Microsoft Security                                       microsoft.security                       NetworkData
Microsoft Security                                       Microsoft.Security                       networkMap
Microsoft Security                                       Microsoft.Security                       northSouth
Microsoft Security                                       Microsoft.Security                       PricingBundles
Microsoft Security                                       Microsoft.Security                       ShzadaTest
Microsoft Security                                       Microsoft.Security                       VaGrayLabel
Microsoft.SerialConsole                                  Microsoft.SerialConsole                  PreviewAccess
Microsoft ServiceFabric                                  Microsoft.ServiceFabric                  seabreezePreview
Microsoft ServiceFabric                                  Microsoft.ServiceFabric                  seabreezePrivatePreview
Microsoft ServiceFabric                                  Microsoft.ServiceFabric                  serviceFabricEngineering
Microsoft ServiceFabric                                  Microsoft.ServiceFabric                  serviceFabricStageAccess
Microsoft ServiceFabricMesh                              Microsoft.ServiceFabricMesh              seabreezePrivatePreview
Microsoft ServiceFabricMesh                              Microsoft.ServiceFabricMesh              serviceFabricEngineering
-                                                        Microsoft.Services                       RPSaaSPreview
-                                                        Microsoft.SignalR                        betaaccess
Microsoft.SignalRService                                 Microsoft.SignalRService                 betaaccess
Microsoft.Solutions                                      Microsoft.Solutions                      ApplianceEastUS2EUAP
Microsoft.Solutions                                      Microsoft.Solutions                      ApplianceMultiRegion
Microsoft.Solutions                                      Microsoft.Solutions                      AppliancePreview
Microsoft.Solutions                                      Microsoft.Solutions                      ApplicationGA
Microsoft SQL Database                                   Microsoft.Sql                            4tbpool
Microsoft SQL Database                                   Microsoft.Sql                            4TBOption
Microsoft SQL Database                                   Microsoft.Sql                            dataSync
Microsoft SQL Database                                   Microsoft.SQL                            dataeditor-publicpreview
Microsoft SQL Database                                   Microsoft.Sql                            dw-asa
Microsoft SQL Database                                   Microsoft.Sql                            ExternalTdeCertificate
Microsoft SQL Database                                   Microsoft.Sql                            firewall-enforce-azure-policy
Microsoft SQL Database                                   Microsoft.Sql                            hyperscale-publicpreview
Microsoft SQL Database                                   Microsoft.Sql                            IndexAdvisor
Microsoft SQL Database                                   Microsoft.Sql                            IndexAdvisorPreview
Microsoft SQL Database                                   Microsoft.Sql                            IndexAdvisorPublic
Microsoft SQL Database                                   Microsoft.SQL                            LongTermRetention
Microsoft SQL Database                                   Microsoft.Sql                            LongTermRetentionV2
Microsoft SQL Database                                   Microsoft.SQL                            ManagedInstancePublic
Microsoft SQL Database                                   Microsoft.SQL                            multiaz-preview
Microsoft SQL Database                                   Microsoft.SQL                            multiaz-test
Microsoft SQL Database                                   Microsoft.Sql                            pesto
Microsoft SQL Database                                   Microsoft.Sql                            pesto-lite
Microsoft SQL Database                                   Microsoft.Sql                            queryeditor
